#1.2													
20812	12												
Name	Description	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Polyp_1	Polyp_2	Polyp_3	Polyp_4	Polyp_5	Polyp_6
ACP6	na	3.783649191	4.500383244	6.435702603	4.65461466	5.082546751	6.531767839	4.529720016	5.605577453	5.023172103	5.111615489	4.478326558	4.148854199
ACPL2	na	5.626923688	4.789889861	4.457076253	3.069652159	5.970901395	5.467637502	4.892290096	6.520108111	5.486144079	5.41647007	5.987340205	7.027175643
ACPP	na	-0.30381365	3.652386338	1.954575913	3.069652159	2.335312821	2.008205883	0.137402593	0.370360991	2.135646832	1.024152648	0.77788684	2.383319453
ACPT	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACR	na	-0.30381365	2.915420743	0.369613412	3.069652159	-0.472042101	3.593168384	1.722365094	2.244830109	1.398681238	1.024152648	0.77788684	2.383319453
ACRBP	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.592753413	2.983643738	1.024152648	0.77788684	0.061391358
ACRC	na	1.281148851	1.330458243	2.691541507	3.069652159	-0.472042101	2.008205883	1.722365094	0.370360991	2.621073659	1.024152648	2.36284934	0.061391358
ACRV1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACSBG1	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACSBG2	na	4.219748306	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACSF2	na	3.155617969	3.652386338	3.176968334	3.069652159	3.228397617	5.708645601	3.307327595	4.277251587	3.901181578	3.83150757	3.947811841	3.761831076
ACSF3	na	3.783649191	1.330458243	1.954575913	3.069652159	4.572352018	2.008205883	2.459330688	3.308960447	2.621073659	2.609115148	3.585241762	3.761831076
ACSL1	na	4.219748306	5.030897961	5.579066778	5.391580254	4.482154209	2.008205883	4.892290096	6.220026718	5.83608655	6.638862492	3.947811841	6.211138478
ACSL3	na	7.303516664	5.578385756	6.93946902	3.069652159	8.325619425	2.008205883	7.007767313	6.203251005	6.953270089	7.327933396	6.84397603	6.855807224
ACSL4	na	7.227567811	6.188439238	5.727165417	3.069652159	7.262667519	4.330133978	6.93181846	6.236609602	6.608134603	6.954889985	5.822280959	5.894281372
ACSL5	na	3.603076946	2.915420743	5.655015631	3.069652159	3.434848495	2.008205883	3.307327595	4.66804154	5.696361786	6.752073102	4.478326558	4.705247548
ACSL6	na	2.866111352	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.592753413	-0.186281263	1.024152648	0.77788684	0.061391358
ACSM1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
ACSM2A	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACSM2B	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACSM3	na	2.018114445	1.330458243	2.691541507	3.069652159	3.228397617	2.008205883	0.137402593	2.485838209	3.720609333	1.024152648	3.099814934	3.520822977
ACSM4	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACSM5	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACSS2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	3.761831076
ACSS3	na	5.804710807	4.500383244	5.498896429	3.069652159	5.79474444	2.008205883	5.752112437	6.220026718	5.171270742	6.752073102	6.063289058	5.190674375
ACTA1	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	2.383319453
ACTA2	na	10.41643061	11.1930956	7.509164764	3.069652159	10.09305998	8.516000523	11.43144891	12.56911296	10.36734803	11.76982697	10.75086663	11.1428748
ACTB	na	10.82353589	10.99756978	10.64457388	4.65461466	9.757978335	8.451149379	11.44517263	12.71197247	11.55560701	11.74951891	11.02936925	12.02103112
ACTBL2	na	3.155617969	4.500383244	2.691541507	4.65461466	-0.472042101	3.593168384	2.459330688	1.955323492	2.983643738	1.024152648	3.585241762	2.86874628
ACTC1	na	2.018114445	4.137813165	0.369613412	4.65461466	2.6978829	2.008205883	3.596834212	3.82979261	2.135646832	1.024152648	2.36284934	2.86874628
ACTG1	na	9.42240451	10.48780518	10.59963385	3.069652159	9.162768949	8.417596819	10.73824471	11.78028223	11.41409629	10.7773694	10.8126858	11.74131124
ACTG2	na	6.953574193	7.163348257	0.369613412	3.069652159	7.315860458	3.593168384	7.912189653	8.623026424	6.47193022	8.372880802	7.25362027	7.20094271
ACTL10	na	4.219748306	3.652386338	2.691541507	3.069652159	3.228397617	6.866186878	3.307327595	3.177715913	1.398681238	1.024152648	4.684777435	2.383319453
ACTL6A	na	2.866111352	3.652386338	5.414007531	3.069652159	3.228397617	2.008205883	4.385330107	3.994851856	4.767915047	4.931043243	5.025814353	5.190674375
ACTL6B	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	4.815560805	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACTL7A	na	5.053738355	2.915420743	0.369613412	3.069652159	-0.472042101	5.178130885	0.137402593	2.244830109	-0.186281263	2.609115148	0.77788684	0.061391358
ACTL7B	na	-0.30381365	1.330458243	0.369613412	4.65461466	-0.472042101	4.815560805	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACTL8	na	-0.30381365	1.330458243	0.369613412	6.239577161	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACTL9	na	2.866111352	4.789889861	0.369613412	4.65461466	2.6978829	7.1374889	1.722365094	0.370360991	-0.186281263	1.024152648	0.77788684	2.383319453
ACTN1	na	2.866111352	6.188439238	5.579066778	3.069652159	3.61542074	2.008205883	6.287149713	6.450734408	6.383574345	6.450417402	3.099814934	5.992128696
ACTN2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.955323492	-0.186281263	1.024152648	0.77788684	0.061391358
ACTN3	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	7.052600003	3.596834212	1.592753413	-0.186281263	1.024152648	4.478326558	2.86874628
ACTN4	na	4.554167345	6.885047094	7.288476649	3.069652159	5.255878354	3.593168384	8.05029193	7.932603415	7.937840049	6.906795697	6.967711398	7.180332431
ACTR10	na	8.058130124	7.352826056	6.845346843	3.069652159	8.063233276	3.593168384	6.982892644	6.599179682	6.527964255	5.41647007	7.377799682	6.401241361
ACTR1A	na	2.018114445	5.974314432	5.227594407	3.069652159	1.849885994	3.593168384	4.385330107	5.471899018	4.858112856	4.483584266	5.421743029	5.015587668
ACTR1B	na	2.503541272	5.237348838	5.414007531	3.069652159	4.385938894	2.008205883	4.224865435	5.385311333	6.042537428	5.77904015	5.532774342	5.553244454
ACTR2	na	8.365071335	8.175948294	8.430309344	3.069652159	8.815670279	6.400523306	8.472792948	7.880795513	8.759162573	7.499886079	8.629635881	7.913140399
ACTR3	na	8.022615837	7.307738166	7.264431175	3.069652159	7.898645306	2.008205883	7.63724848	6.710210994	7.391147565	7.001432571	6.660529889	7.09481436
ACTR3B	na	2.018114445	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	2.459330688	-1.214601509	1.398681238	1.024152648	3.585241762	0.061391358
ACTR3BP2	na	8.101327813	5.974314432	5.579066778	4.65461466	4.385938894	9.374528098	3.837842311	5.293193131	1.398681238	3.346080743	5.170204262	6.038671282
ACTR3C	na	2.018114445	2.915420743	2.691541507	3.069652159	1.1129204	2.008205883	0.137402593	0.370360991	1.398681238	3.346080743	0.77788684	2.383319453
ACTR5	na	2.866111352	3.652386338	1.954575913	3.069652159	3.228397617	2.008205883	4.224865435	4.618288505	3.514158455	1.024152648	3.947811841	3.520822977
ACTR6	na	6.171919781	7.396547433	5.861466508	3.069652159	5.019810995	2.008205883	5.970292608	4.566758204	6.080505278	3.83150757	6.269739936	4.705247548
ACTR8	na	5.122451105	2.915420743	4.761930835	3.069652159	5.360847913	2.008205883	5.091598904	5.261131922	6.080505278	3.83150757	6.392596684	4.919372353
ACTRT1	na	4.650382661	1.330458243	1.954575913	3.069652159	1.1129204	6.095668725	0.137402593	2.692289086	-0.186281263	1.024152648	3.099814934	1.646353859
ACTRT2	na	2.866111352	4.137813165	4.761930835	3.069652159	1.1129204	6.531767839	0.137402593	2.244830109	-0.186281263	2.609115148	3.585241762	0.061391358
ACVR1	na	6.036036353	5.974314432	4.617540926	3.069652159	6.707866989	3.593168384	8.187251143	6.377855528	5.646608751	5.547714604	6.505807294	5.842751072
ACVR1B	na	5.925005041	5.030897961	4.617540926	3.069652159	5.831738647	2.008205883	5.181796713	6.57330105	4.943001754	6.153435665	6.967711398	5.894281372
ACVR1C	na	2.866111352	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	2.459330688	-1.214601509	-0.186281263	1.024152648	2.36284934	1.646353859
ACVR2A	na	4.650382661	4.500383244	3.539538414	3.069652159	5.255878354	4.330133978	3.837842311	3.82979261	5.239983492	3.346080743	7.152926271	2.86874628
ACVR2B	na	2.018114445	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	1.722365094	3.540285993	3.720609333	2.609115148	0.77788684	3.520822977
ACVRL1	na	2.503541272	4.789889861	1.954575913	3.069652159	3.775885412	2.008205883	3.307327595	4.400108335	3.514158455	4.724592366	0.77788684	4.584953314
ACY1	na	1.281148851	5.237348838	3.539538414	3.069652159	3.434848495	3.593168384	3.307327595	1.955323492	3.720609333	1.024152648	5.301448796	4.148854199
ACY3	na	-0.30381365	1.330458243	0.369613412	4.65461466	-0.472042101	3.593168384	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ACYP1	na	3.603076946	2.915420743	1.954575913	3.069652159	4.737411265	3.593168384	2.944757515	4.070800709	1.398681238	2.609115148	4.478326558	2.383319453
ACYP2	na	2.866111352	4.137813165	4.617540926	3.069652159	4.282845401	2.008205883	3.837842311	2.485838209	3.273150356	4.194077649	2.36284934	2.383319453
ADA	na	4.451073852	1.330458243	3.539538414	3.069652159	2.987389518	3.593168384	3.307327595	2.485838209	2.135646832	3.83150757	0.77788684	1.646353859
ADAD1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAD2	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAL	na	3.155617969	3.652386338	2.691541507	3.069652159	4.385938894	2.008205883	3.837842311	3.033326004	4.568606239	3.83150757	4.478326558	3.520822977
ADAM1A	na	3.603076946	4.500383244	4.617540926	5.877007081	1.1129204	5.467637502	5.494954598	4.142950495	6.080505278	3.83150757	3.947811841	3.761831076
ADAM10	na	4.905639716	4.137813165	4.457076253	3.069652159	4.954222654	2.008205883	4.044293189	4.070800709	6.042537428	5.41647007	3.585241762	2.383319453
ADAM11	na	-0.30381365	1.330458243	3.176968334	4.65461466	-0.472042101	3.593168384	0.137402593	0.370360991	2.135646832	1.024152648	3.585241762	2.383319453
ADAM12	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	3.307327595	3.033326004	2.621073659	3.346080743	2.36284934	3.761831076
ADAM15	na	4.554167345	5.578385756	6.998970032	3.069652159	4.657240916	7.365757888	5.865323048	7.190539954	6.443075357	6.805512361	6.927633959	7.003905863
ADAM17	na	4.905639716	4.789889861	5.227594407	3.069652159	3.920275322	2.008205883	4.385330107	4.277251587	5.099120956	5.77904015	4.684777435	2.86874628
ADAM18	na	2.018114445	4.137813165	2.691541507	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAM19	na	3.155617969	5.417921084	2.691541507	3.069652159	3.920275322	2.008205883	4.892290096	6.236609602	2.621073659	3.346080743	4.478326558	3.761831076
ADAM2	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAM20	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAM21	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAM21P1	na	4.219748306	4.137813165	3.176968334	3.069652159	2.335312821	5.178130885	0.137402593	1.955323492	-0.186281263	1.024152648	0.77788684	4.309318871
ADAM22	na	5.626923688	2.915420743	3.176968334	3.069652159	5.255878354	2.008205883	4.781258783	4.66804154	1.398681238	5.272080161	5.025814353	2.383319453
ADAM23	na	5.310896194	4.500383244	2.691541507	3.069652159	3.434848495	2.008205883	4.385330107	2.692289086	4.20603616	1.024152648	4.237318458	3.761831076
ADAM28	na	4.088503773	6.945168087	6.709463415	3.069652159	4.482154209	2.008205883	4.781258783	3.739594801	6.91175082	6.450417402	3.099814934	3.968281954
ADAM29	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAM30	na	2.503541272	3.652386338	1.954575913	3.069652159	1.849885994	5.915096479	0.137402593	1.955323492	-0.186281263	1.024152648	0.77788684	3.231316359
ADAM32	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	1.398681238	1.024152648	0.77788684	0.061391358
ADAM33	na	2.503541272	2.915420743	2.691541507	3.069652159	1.849885994	2.008205883	5.26668561	5.089179239	4.06164625	5.882133643	2.36284934	3.761831076
ADAM6	na	-0.30381365	1.330458243	0.369613412	4.65461466	-0.472042101	3.593168384	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAM7	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAM8	na	-0.30381365	1.330458243	3.176968334	3.069652159	-0.472042101	2.008205883	1.722365094	-1.214601509	1.398681238	1.024152648	0.77788684	2.86874628
ADAM9	na	7.062508564	5.722775665	6.598432103	3.069652159	6.667509251	2.008205883	6.613136024	5.862214088	6.223109673	5.547714604	6.269739936	6.802858344
ADAMDEC1	na	-0.30381365	1.330458243	1.954575913	3.069652159	2.987389518	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	2.36284934	0.061391358
ADAMTS1	na	6.354397833	7.396547433	4.276504008	3.069652159	6.667509251	3.593168384	7.486130748	8.383450991	7.479054654	6.153435665	5.301448796	6.88157032
ADAMTS10	na	2.503541272	3.652386338	0.369613412	3.069652159	1.1129204	5.467637502	2.944757515	4.400108335	2.983643738	4.931043243	3.099814934	5.418943363
ADAMTS12	na	1.281148851	4.137813165	0.369613412	3.069652159	1.849885994	2.008205883	3.307327595	4.566758204	2.621073659	1.024152648	3.947811841	3.520822977
ADAMTS13	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	2.692289086	2.621073659	1.024152648	0.77788684	2.86874628
ADAMTS14	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAMTS15	na	-0.30381365	2.915420743	0.369613412	3.069652159	1.849885994	2.008205883	3.307327595	2.244830109	1.398681238	1.024152648	0.77788684	2.86874628
ADAMTS16	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAMTS17	na	-0.30381365	2.915420743	2.691541507	3.069652159	1.1129204	2.008205883	2.944757515	4.566758204	2.983643738	1.024152648	0.77788684	2.86874628
ADAMTS18	na	3.783649191	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	3.596834212	1.592753413	1.398681238	1.024152648	0.77788684	0.061391358
ADAMTS19	na	-0.30381365	3.652386338	2.691541507	3.069652159	1.1129204	2.008205883	3.307327595	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAMTS2	na	1.281148851	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	3.307327595	3.643379486	2.621073659	3.346080743	0.77788684	2.383319453
ADAMTS20	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAMTS3	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ADAMTS4	na	2.503541272	1.330458243	0.369613412	3.069652159	2.335312821	2.008205883	3.837842311	4.211663245	-0.186281263	1.024152648	3.099814934	6.169915815
ADAMTS5	na	4.34004254	2.915420743	0.369613412	3.069652159	2.6978829	2.008205883	4.892290096	4.142950495	1.398681238	3.346080743	3.585241762	3.761831076
ADAMTS6	na	7.584929599	5.030897961	3.539538414	3.069652159	6.398322619	2.008205883	4.892290096	3.914681507	4.457574927	4.483584266	6.269739936	2.86874628
ADAMTS7	na	3.155617969	4.137813165	3.176968334	3.069652159	2.6978829	2.008205883	3.837842311	3.540285993	2.621073659	1.024152648	0.77788684	2.86874628
ADAMTS8	na	-0.30381365	3.652386338	0.369613412	3.069652159	-0.472042101	2.008205883	2.944757515	-1.214601509	-0.186281263	1.024152648	0.77788684	3.520822977
ADAMTS9	na	5.368611692	5.030897961	4.457076253	3.069652159	2.987389518	2.008205883	5.691991445	5.324557302	2.983643738	5.272080161	5.421743029	5.418943363
ADAMTSL1	na	6.684871037	6.945168087	3.539538414	3.069652159	4.813360118	4.815560805	6.114682517	7.55688796	4.858112856	6.233606013	6.505807294	6.328177899
ADAMTSL2	na	-0.30381365	2.915420743	0.369613412	3.069652159	-0.472042101	2.008205883	1.722365094	1.107326585	1.398681238	1.024152648	0.77788684	0.061391358
ADAMTSL3	na	4.905639716	1.330458243	2.691541507	3.069652159	4.482154209	2.008205883	5.62925569	5.751182775	2.621073659	4.931043243	4.237318458	5.270844724
ADAMTSL4	na	1.281148851	3.652386338	2.691541507	3.069652159	1.849885994	5.708645601	2.944757515	2.692289086	2.983643738	3.346080743	0.77788684	2.383319453
ADAMTSL5	na	1.281148851	2.915420743	1.954575913	3.069652159	2.987389518	4.815560805	0.137402593	1.107326585	3.273150356	1.024152648	3.947811841	2.383319453
ADAP1	na	-0.30381365	1.330458243	2.691541507	3.069652159	-0.472042101	2.008205883	0.137402593	1.955323492	1.398681238	3.346080743	3.099814934	0.061391358
ADAP2	na	3.155617969	1.330458243	0.369613412	3.069652159	1.849885994	2.008205883	1.722365094	2.692289086	2.983643738	3.346080743	2.36284934	2.383319453
ADAR	na	5.962972891	7.739849179	7.549522502	3.069652159	6.214458426	2.008205883	7.621218371	8.04042706	7.126601692	8.660777268	6.450312181	7.410119512
ADARB1	na	2.018114445	3.652386338	0.369613412	3.069652159	4.737411265	4.330133978	3.307327595	4.893922947	5.790998661	3.346080743	2.36284934	4.309318871
ADARB2	na	-0.30381365	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	3.42925468	2.621073659	2.609115148	0.77788684	2.86874628
ADAT1	na	1.281148851	2.915420743	4.893175368	3.069652159	3.228397617	4.815560805	4.529720016	4.716135828	5.305571833	5.41647007	3.585241762	3.231316359
ADAT2	na	4.451073852	3.652386338	4.617540926	3.069652159	4.171814089	3.593168384	3.596834212	3.739594801	4.767915047	4.194077649	3.947811841	2.383319453
ADAT3	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
